0,0,0,0,0,270,0,00:00:00.6578890
0,0,0,0,0,270,0,00:00:00.7345970
0,0,0,0,0,0,0,00:00:00.7564750
0,0,0,0,0,0,0,00:00:00.7818630
0,0,0,0,0,0,0,00:00:00.8078840
0,0,0,0,0,0,0,00:00:00.8416780
0,0,0,0,0,0,0,00:00:00.8742960
0,0,0,0,0,0,0,00:00:00.9079780
0,0,0,0,0,0,0,00:00:00.9400150
0,0,0,0,0,0,0,00:00:00.9743470
0,0,0,0,0,0,0,00:00:01.0074800
0,0,0,0,0,0,0,00:00:01.0420020
0,0,0,0,0,0,0,00:00:01.0811980
0,0,0,0,0,0,0,00:00:01.1104260
0,0,0,0,0,0,0,00:00:01.1900420
0.01,-0.01,0.01,3.8,359.24,358.36,0,00:00:01.2180740
0.01,-0.01,0.01,3.53,359.21,358.4,0,00:00:01.2446850
0.01,-0.01,0.01,3.82,359.21,358.43,0,00:00:01.2733240
0.01,0,0.01,3.89,359.21,358.42,0,00:00:01.3060580
0.01,0,0.01,3.82,359.21,358.43,0,00:00:01.3403450
0.01,0,0.01,3.79,359.22,358.42,0,00:00:01.3735450
0.01,0,0.01,3.75,359.22,358.41,0,00:00:01.4071340
0.01,0,0.01,3.77,359.22,358.4,0,00:00:01.4393170
0.01,0,0.01,3.76,359.22,358.4,0,00:00:01.4745300
0.01,0,0.01,3.79,359.22,358.41,0,00:00:01.5056880
0.01,0,0.01,3.88,359.22,358.4,0,00:00:01.5396610
0.01,0,0.01,3.96,359.22,358.4,0,00:00:01.5719840
0.01,0,0.01,4.01,359.21,358.39,0,00:00:01.6068810
0.01,0,0.01,4,359.22,358.38,0,00:00:01.6464110
0.01,0,0.01,3.96,359.22,358.38,0,00:00:01.6834250
0.01,0,0.01,3.96,359.22,358.38,0,00:00:01.7067830
0.01,-0.01,0.01,3.94,359.21,358.39,0,00:00:01.7395460
0.01,-0.01,0.01,3.91,359.21,358.4,0,00:00:01.7815110
0.01,-0.01,0.01,3.96,359.21,358.41,0,00:00:01.8179780
0.01,-0.01,0.01,4.1,359.22,358.45,0,00:00:01.8469500
0.01,-0.01,0.01,4.39,359.21,358.51,0,00:00:01.8775360
0.01,-0.01,0.01,4.76,359.2,358.57,0,00:00:01.9064540
0.01,-0.01,0.01,4.91,359.2,358.62,0,00:00:01.9418320
0.01,0,0.01,4.74,359.21,358.68,0,00:00:01.9724530
0.01,0,0.01,4.37,359.22,358.73,0,00:00:02.0059420
0.01,0,0.01,4.16,359.22,358.74,0,00:00:02.0399300
0.01,0,0.01,4.31,359.21,358.74,0,00:00:02.0738680
0.01,0,0.01,4.72,359.18,358.66,0,00:00:02.1071960
0.01,0,0.01,5.26,359.16,358.54,0,00:00:02.1398930
0.01,0,0.01,5.77,359.12,358.37,0,00:00:02.1741170
0.01,0,0.01,6.66,358.74,358.33,0,00:00:02.2070550
0.01,0,0.01,8.72,357.78,358.61,0,00:00:02.2414080
0.01,0,0,11.51,357.1,358.45,0,00:00:02.2773190
0.01,0,0,13.36,356.39,357.65,0,00:00:02.3084600
0.02,0.01,0,14.8,355.69,356.74,0,00:00:02.3404150
0.02,0.01,0,15.52,355.33,356.33,0,00:00:02.3762750
0.02,0.02,0,16.28,355.34,356.12,0,00:00:02.4068700
0.03,0.02,0.01,18.24,356.28,356.48,0,00:00:02.4402650
0.04,0.03,0.01,20.14,357.88,357.58,0,00:00:02.4723440
0.04,0.04,0.01,21.21,358.55,358.25,0,00:00:02.5054980
0.05,0.04,0.01,23.21,358.78,358.54,0,00:00:02.5402580
0.06,0.05,0.02,23.86,359.06,358.88,0,00:00:02.5765870
0.07,0.05,0.02,24.05,359.16,359.35,0,00:00:02.6170870
0.08,0.06,0.02,25.74,359.35,0.1,0,00:00:02.6404680
0.08,0.07,0.02,26.24,359.48,0.77,0,00:00:02.6735170
0.09,0.07,0.02,26.36,359.26,0.76,0,00:00:02.7077710
0.1,0.08,0.03,27.67,359.42,0.77,0,00:00:02.7389160
0.11,0.08,0.03,28.9,359.91,1.09,0,00:00:02.7741090
0.12,0.09,0.03,30.42,0.58,1.56,0,00:00:02.8067470
0.14,0.09,0.03,32.46,1.6,2.3,0,00:00:02.8404310
0.15,0.09,0.03,33.99,2.38,2.79,0,00:00:02.8751030
0.16,0.09,0.03,35.85,2.93,3.02,0,00:00:02.9050790
0.17,0.09,0.03,38.78,3.97,3.99,0,00:00:02.9402580
0.19,0.09,0.03,41.36,4.9,5.08,0,00:00:02.9731480
0.2,0.09,0.03,43.27,5.24,5.68,0,00:00:03.0077580
0.21,0.09,0.03,46.11,6.45,6.85,0,00:00:03.0394420
0.23,0.09,0.03,49.23,8.39,8.8,0,00:00:03.0733830
0.24,0.08,0.02,51.77,8.93,9.66,0,00:00:03.1067860
0.25,0.08,0.02,54.68,9.31,10.09,0,00:00:03.1410550
0.26,0.08,0.02,57.28,10.18,10.75,0,00:00:03.1723630
0.27,0.07,0.01,59.85,10.72,11.14,0,00:00:03.2054600
0.28,0.07,0.01,62.81,12.08,12.32,0,00:00:03.2392400
0.3,0.07,0.01,64.87,12.86,13.2,0,00:00:03.2763000
0.3,0.07,0,66.14,13.21,13.64,0,00:00:03.3069730
0.31,0.06,0,68.76,15.78,15.81,0,00:00:03.3387670
0.32,0.07,0,72.31,18.99,18.56,0,00:00:03.3718430
0.33,0.06,-0.01,75.36,20.14,19.22,0,00:00:03.4048400
0.33,0.06,-0.01,77.64,21.87,20.64,0,00:00:03.4399070
0.34,0.06,-0.01,79.25,27.41,26.14,0,00:00:03.4804850
0.34,0.06,-0.01,80.92,34.43,33.44,0,00:00:03.5043980
0.35,0.05,-0.01,82.71,50.3,49.75,0,00:00:03.5401920
0.35,0.05,-0.02,83.42,62.49,62.37,0,00:00:03.5781450
0.36,0.05,-0.02,84.13,73.2,73.24,0,00:00:03.6052810
0.36,0.05,-0.02,84.9,84.12,84.21,0,00:00:03.6386810
