1,0,00:00:17.4913196,-0.0009078979,0,-0.01977158,0,0
1,1,00:00:30.5875028,-0.01232815,0.05,-0.02315903,-1.278763,0
1,2,00:01:15.0097666,-0.003920555,0.05,-0.008275509,-1.634586,-0.1398208
1,3,00:00:44.8342568,0.002286911,0.05,0.009042501,-0.8044662,-0.003726363
1,4,00:00:40.5876401,-0.01721287,0.05,0.01071143,-4.017853,0.00289613
2,0,00:00:14.1693515,-0.01222706,0,-0.01815653,0,0
2,1,00:00:36.8720578,-0.02270031,0.05,-0.0009286404,2.319969,0
2,2,00:00:21.6609646,-0.04457092,0.05,-0.00603056,-3.345493,-0.2515547
2,3,00:00:17.5936347,-0.003269196,0.05,0.02204418,1.628906,0
2,4,00:00:57.5883838,-0.02669621,0.05,-0.01135874,-182.0551,-0.04479128
3,0,00:00:19.0430654,-0.01027393,0,-0.005086422,0,0
3,1,00:02:29.8291353,0.01918697,0.05,-0.0004258156,-0.3836899,0
3,2,00:01:32.8227067,-0.01671505,0.05,-0.01153779,-0.6321793,-0.09343302
3,3,00:01:30.7053410,0.1612644,0.05,0.05676508,179.8536,0
4,0,00:00:10.1102948,0.04306602,0,0.005159378,0,0
4,1,00:00:41.9611198,-0.01226902,0.05,-0.007233143,-0.7262268,0
4,2,00:00:30.1087569,0.0001773834,0.05,-0.02717924,-2.818157,-0.0338732
4,3,00:00:56.6739995,0.003944397,0.05,-0.02595925,0.4665604,0
4,4,00:00:39.5004149,-0.05243969,0.05,0.008222342,5.071136,0.06471843
5,0,00:00:21.5776709,-0.01782227,0,-0.0205884,0,0
5,1,00:00:56.7949941,0.01175022,0.05,-0.0462296,7.629395E-06,0
5,2,00:01:24.2834061,2.670288E-05,0.05,-0.01325238,-0.290863,-0.1
5,3,00:01:05.5145952,-0.01694775,0.05,-0.03510261,1.223938,0
5,4,00:00:48.0998274,0.02544689,0.05,-0.03406405,0.5718384,0
6,0,00:00:16.5780743,-0.01800632,0,0.03557634,0,0
6,1,00:02:36.7169900,-0.01477623,0.05,-0.006285429,-1.268288,0
6,2,00:00:38.8077365,-0.02396965,0.05,-0.01703286,-1.643944,-0.05137706
6,3,00:00:26.9457548,-0.02172852,0.05,-0.01118541,-1.318424,0
6,4,00:01:53.8825971,0.01346588,0.05,-0.0349431,-0.07315063,-0.01276213
7,0,00:00:14.8658679,-0.00158596,0,0.0181818,0,0
7,1,00:00:53.3806817,-0.006801605,0.05,-0.003809452,-3.348213,0
7,2,00:00:35.7598433,-0.07878017,0.05,-0.01943445,1.400772,-0.4
7,4,00:00:24.9955861,0.0009212494,0.05,-0.005619287,-6.789368,0.2
8,0,00:00:12.6695018,0.01389027,0,0.009502888,0,0
8,1,00:01:04.2530861,-0.02093887,0.05,-0.003384352,-1.525879E-05,0
8,2,00:00:37.4621983,-0.01966476,0.05,-0.0349263,0.1729431,-0.06522107
8,3,00:00:58.5610559,0.03849411,0.05,-0.008794308,-0.1311989,0
8,4,00:01:35.2609741,0.04585171,0.05,0.01673603,-180.9202,-0.01058388
9,0,00:00:10.9670083,0.01318741,0,-0.02359724,0,0
9,1,00:01:06.8376499,-0.06231403,0.05,0.005186796,1.429588,0
9,2,00:01:39.2944144,-0.06600285,0.05,-0.01319754,0.5072784,0.0263685
9,3,00:00:35.1346595,0.009584427,0.05,-0.01551366,-1.001499,0
9,4,00:01:00.1095886,-0.01803875,0.05,0.01087475,-0.9251099,0.2
10,0,00:00:14.1942411,0.03082943,0,0.0323391,0,0
10,1,00:01:07.6320687,0.033653,0.05,0.000061,0.58655,0
10,2,00:00:35.5870037,-0.00646019,0.05,-0.04127443,-0.6960907,-0.0514884
10,3,00:00:30.3445513,0.02703762,0.05,-0.002924919,-0.7115173,0
10,4,00:01:07.8329054,0.01411819,0.05,-0.02068663,-179.6412,-0.03184295
