0.5,-0.56,-0.02,0.39,359.01,359.37,00:00:08.1269340
0.5,-0.56,-0.02,0.5,358.93,358.79,00:00:08.1998570
0.5,-0.56,-0.02,359.23,358.87,357.71,00:00:08.2307070
0.5,-0.56,-0.02,358.35,359.07,358.49,00:00:08.2612460
0.5,-0.56,-0.02,358.53,359.08,358.79,00:00:08.3038080
0.5,-0.56,-0.02,359,359.01,358.47,00:00:08.3309560
0.5,-0.56,-0.02,358.49,359.07,358.44,00:00:08.3609180
0.5,-0.56,-0.02,358.89,359.04,358.42,00:00:08.3945350
0.5,-0.56,-0.02,359.23,359.01,358.49,00:00:08.4414500
0.5,-0.56,-0.02,358.96,359.04,358.53,00:00:08.4665690
0.5,-0.56,-0.02,359.13,359,358.66,00:00:08.4940770
0.5,-0.54,-0.02,359.55,358.91,358.47,00:00:08.5290790
0.5,-0.54,-0.02,359.14,358.99,358.61,00:00:08.5603450
0.5,-0.54,-0.02,359.04,358.97,358.7,00:00:08.5965550
0.5,-0.55,-0.02,359.48,358.93,0.01,00:00:08.6423860
0.5,-0.55,-0.02,359.63,358.92,0.03,00:00:08.6698870
0.5,-0.55,-0.02,359.54,358.87,359.93,00:00:08.6929390
0.5,-0.55,-0.02,359.5,358.85,359.72,00:00:08.7417980
0.5,-0.54,-0.02,359.29,358.85,359.75,00:00:08.8544680
0.5,-0.55,-0.02,359.25,358.89,0.05,00:00:08.9140680
0.5,-0.55,-0.02,359.18,358.89,359.85,00:00:08.9396570
0.5,-0.55,-0.02,359.3,358.8,359.55,00:00:08.9590720
0.5,-0.54,-0.02,358.23,358.98,359.45,00:00:08.9943380
0.5,-0.54,-0.02,358.31,358.93,359.38,00:00:09.0416700
0.5,-0.54,-0.02,358.53,358.91,359.22,00:00:09.0736530
0.5,-0.54,-0.02,358.58,358.89,359.31,00:00:09.0934490
0.5,-0.54,-0.02,358.83,358.87,359.46,00:00:09.1272920
0.5,-0.54,-0.02,358.79,358.87,359.75,00:00:09.1599470
0.5,-0.54,-0.02,358.72,358.88,359.77,00:00:09.2023770
0.5,-0.54,-0.02,358.65,358.87,359.51,00:00:09.2272100
0.5,-0.54,-0.02,358.46,358.92,359.59,00:00:09.2610390
0.5,-0.54,-0.02,358.39,358.91,359.61,00:00:09.2940700
0.5,-0.54,-0.02,358.33,358.91,359.29,00:00:09.3288570
0.5,-0.54,-0.02,357.88,358.92,358.61,00:00:09.3677720
0.5,-0.54,-0.02,356.94,359.02,358.68,00:00:09.4020560
0.5,-0.54,-0.02,357.39,358.95,357.81,00:00:09.4356700
0.5,-0.54,-0.02,357.61,358.93,357.14,00:00:09.4605550
0.5,-0.54,-0.02,357.78,358.85,356.76,00:00:09.4928290
0.5,-0.54,-0.02,358.01,358.92,356.14,00:00:09.5368600
0.51,-0.54,-0.02,359.01,358.76,353.68,00:00:09.5607070
0.5,-0.54,-0.02,357.35,359.07,354.23,00:00:09.6018050
0.5,-0.54,-0.03,356.49,359.19,353.85,00:00:09.6349210
0.5,-0.53,-0.03,358.09,358.98,351.96,00:00:09.6611900
0.5,-0.54,-0.03,357.74,359.09,352.1,00:00:09.6929720
0.5,-0.54,-0.03,356.92,359.21,352.37,00:00:09.7319200
0.48,-0.61,3.97,0.61,0.66,357.59,00:00:16.3590800
0.48,-0.61,3.97,359.82,0.78,357.4,00:00:16.3932010
0.48,-0.61,3.97,359.01,0.82,357.26,00:00:16.4241330
0.48,-0.61,3.97,0,0.76,357.25,00:00:16.4601580
0.48,-0.61,3.97,0.34,0.54,356.79,00:00:16.4906340
0.48,-0.61,3.97,359.88,0.67,356.99,00:00:16.5249800
0.48,-0.61,3.97,359.84,0.68,357.38,00:00:16.5649920
0.48,-0.61,3.97,359.91,0.69,357.35,00:00:16.5941280
0.48,-0.61,3.97,0.7,0.79,357.9,00:00:16.6389610
0.48,-0.61,3.97,0.06,0.82,357.93,00:00:16.6597550
0.48,-0.61,3.97,0.42,0.75,357.59,00:00:16.6995040
0.48,-0.61,3.97,0.34,0.72,357.35,00:00:16.7254320
0.48,-0.61,3.97,0.66,0.71,357.38,00:00:16.7581670
0.48,-0.61,3.97,0.34,0.68,357.04,00:00:16.7907640
0.48,-0.61,3.97,0.08,0.72,356.72,00:00:16.8245570
0.48,-0.61,3.97,1.27,0.7,357.12,00:00:16.8597970
0.48,-0.61,3.97,1.16,0.67,357,00:00:16.8988950
0.48,-0.61,3.97,0.87,0.72,356.97,00:00:16.9414070
0.48,-0.61,3.97,0.97,0.71,357.27,00:00:16.9707310
0.48,-0.61,3.97,0.85,0.72,357.52,00:00:17.0208350
0.48,-0.61,3.97,0.42,0.62,356.44,00:00:17.0463080
0.48,-0.61,3.97,0.48,0.64,356.76,00:00:17.0639780
0.48,-0.61,3.97,0.38,0.72,356.95,00:00:17.0925590
0.48,-0.61,3.97,0.1,0.64,356.7,00:00:17.1337260
0.48,-0.61,3.97,0.31,0.64,356.53,00:00:17.1707060
0.48,-0.61,3.97,0.1,0.64,356.25,00:00:17.1923760
0.48,-0.61,3.97,1.12,0.46,355.99,00:00:17.2239980
0.48,-0.61,3.97,0.3,0.49,355.97,00:00:17.2858210
0.48,-0.61,3.97,0.02,0.61,356.37,00:00:17.3219180
0.48,-0.62,3.97,359.79,0.63,356.87,00:00:17.3419560
0.48,-0.62,3.97,359.7,0.59,356.46,00:00:17.3574140
0.48,-0.61,3.96,359.53,0.59,355.62,00:00:17.3919910
0.48,-0.61,3.96,359.44,0.58,355.37,00:00:17.4248680
0.48,-0.61,3.96,359.57,0.59,355.69,00:00:17.4585850
0.48,-0.6,3.96,0.02,0.55,355.6,00:00:17.4911440
0.48,-0.59,3.96,359.94,0.45,355.27,00:00:17.5264690
0.48,-0.59,3.96,359.6,0.51,355.1,00:00:17.5696760
0.48,-0.59,3.95,359.62,0.6,355.85,00:00:17.5916560
0.48,-0.59,3.95,359.42,0.56,355.61,00:00:17.6324210
0.48,-0.59,3.95,359.76,0.47,355.66,00:00:17.6606480
0.48,-0.59,3.95,359.86,0.55,355.99,00:00:17.6908150
0.48,-0.59,3.95,359.99,0.54,356.49,00:00:17.7327390
0.48,-0.59,3.95,359.63,0.67,356.23,00:00:17.7612260
0.48,-0.59,3.95,359.64,0.64,356.29,00:00:17.7972860
0.48,-0.59,3.95,359.47,0.6,356.3,00:00:17.8277180
0.48,-0.58,3.95,359.26,0.56,354.65,00:00:17.8617550
0.48,-0.58,3.95,358.91,0.52,352.84,00:00:17.9001630
0.48,-0.58,3.95,359.09,0.44,351.64,00:00:17.9344020
0.48,-0.58,3.95,358.55,0.56,350.85,00:00:17.9852000
0.48,-0.58,3.95,358.21,0.64,351.09,00:00:18.0053240
0.48,-0.57,3.94,0.15,0.36,349.88,00:00:18.0257560
0.48,-0.57,3.94,1.92,0.13,348.93,00:00:18.0595880
0.48,-0.56,3.94,2,0.24,348.29,00:00:18.1015730
0.48,-0.56,3.93,3.07,0.03,347.66,00:00:18.1401200
0.49,-0.55,3.93,6.71,359.75,347.19,00:00:18.1601090
0.47,-0.53,3.98,3.31,357.75,346.3,00:00:18.1913090
0.44,-0.51,4.04,359.58,355.93,345.24,00:00:18.2244590
0.41,-0.5,4.08,356.48,354.48,344.45,00:00:18.2634520
0.39,-0.48,4.13,353.85,353.45,343.81,00:00:18.2911410
0.36,-0.46,4.16,351.63,352.58,343.15,00:00:18.3318730
0.34,-0.44,4.19,349.74,351.4,342.88,00:00:18.3585970
0.32,-0.42,4.22,347.85,349.8,342.59,00:00:18.3925410
0.46,-0.55,3.92,359.65,1.58,2.23,00:00:20.8921450
0.47,-0.56,3.93,359.54,1.68,2.71,00:00:20.9226760
0.47,-0.55,3.93,359.99,1.63,2.32,00:00:20.9595470
0.47,-0.55,3.93,358.62,1.68,1.62,00:00:20.9907240
0.47,-0.56,3.93,359.11,1.61,1.85,00:00:21.0414230
0.47,-0.55,3.93,359.51,1.56,1.75,00:00:21.0600330
0.47,-0.55,3.93,359.48,1.57,1.38,00:00:21.1015740
0.47,-0.55,3.93,359.09,1.67,1.5,00:00:21.1251140
0.47,-0.56,3.93,358.6,1.76,1.62,00:00:21.1587330
0.47,-0.56,3.93,358.71,1.71,1.06,00:00:21.1901010
0.47,-0.56,3.93,358.11,1.81,0.9,00:00:21.2256620
0.47,-0.56,3.93,358.21,1.8,1.3,00:00:21.2619270
0.47,-0.56,3.93,358.5,1.68,1.16,00:00:21.2935630
0.47,-0.56,3.93,358.4,1.7,1.14,00:00:21.3287100
0.47,-0.56,3.93,357.93,1.81,1.15,00:00:21.3600860
0.47,-0.56,3.93,358.07,1.78,1.49,00:00:21.3947200
0.47,-0.56,3.93,358.38,1.72,1.44,00:00:21.4267350
0.47,-0.56,3.93,358.01,1.82,1.21,00:00:21.4685650
0.47,-0.56,3.93,358.75,1.65,1.35,00:00:21.5007030
0.47,-0.56,3.93,358.54,1.71,1.58,00:00:21.5279520
0.47,-0.56,3.93,357.81,1.91,1.17,00:00:21.5615650
0.47,-0.56,3.93,357.79,1.94,1.05,00:00:21.6008860
0.47,-0.56,3.93,358.43,1.81,1.37,00:00:21.6414850
0.47,-0.56,3.93,358.51,1.76,1.28,00:00:21.6715320
0.47,-0.56,3.93,358.91,1.66,1.28,00:00:21.6915940
0.47,-0.56,3.93,358.13,1.8,1.08,00:00:21.7262730
0.47,-0.56,3.93,358.16,1.8,0.98,00:00:21.7618490
0.47,-0.56,3.93,358.02,1.84,1.32,00:00:21.7905560
0.47,-0.56,3.93,358.46,1.79,1.06,00:00:21.8252840
0.47,-0.56,3.93,358.47,1.82,1.21,00:00:21.8580220
0.47,-0.56,3.93,358.56,1.81,1.56,00:00:21.8917690
0.47,-0.56,3.93,358.51,1.78,0.92,00:00:21.9243940
0.47,-0.56,3.93,358.45,1.85,0.39,00:00:21.9565840
0.47,-0.56,3.93,2.11,1.41,359.25,00:00:21.9915660
0.47,-0.55,3.93,2.73,1.35,358.85,00:00:22.0223870
0.47,-0.55,3.93,4.29,1.24,359.48,00:00:22.0578320
0.47,-0.55,3.93,3.85,1.43,358.98,00:00:22.0896990
0.47,-0.55,3.93,4.55,1.28,359.42,00:00:22.1238870
0.47,-0.54,3.93,7.19,1.03,1.25,00:00:22.1572360
0.48,-0.54,3.93,7.61,1.09,2.1,00:00:22.1909740
0.48,-0.55,3.93,5.62,1.4,0.64,00:00:22.2243870
0.48,-0.55,3.93,5.52,1.57,359.26,00:00:22.2577970
0.48,-0.54,3.93,7.7,1.56,1.69,00:00:22.2900700
-3.26,-0.55,8.16,1.87,355.7,359.66,00:00:40.5298560
-3.26,-0.55,8.16,1.46,355.66,359.42,00:00:40.5551000
-3.26,-0.55,8.16,1.04,355.76,359.56,00:00:40.5883950
-3.26,-0.55,8.16,359.41,355.95,359.47,00:00:40.6305520
-3.26,-0.55,8.16,359.5,355.92,359.46,00:00:40.6558210
-3.26,-0.55,8.16,359.65,355.93,359.49,00:00:40.6928550
-3.26,-0.55,8.16,359.54,356.07,359.84,00:00:40.7321560
-3.26,-0.55,8.16,359.88,356.02,359.69,00:00:40.7718390
-3.26,-0.55,8.16,0.11,355.96,359.68,00:00:40.7894840
-3.26,-0.55,8.16,359.66,355.97,359.67,00:00:40.8192410
-3.26,-0.55,8.16,359.71,355.99,359.46,00:00:40.8546270
-3.26,-0.55,8.16,359.73,356.09,359.91,00:00:40.8882760
-3.26,-0.55,8.16,359.66,356.14,0.1,00:00:40.9303390
-3.26,-0.55,8.16,359.63,356.11,359.85,00:00:40.9544180
-3.26,-0.55,8.16,359.47,356.11,0,00:00:40.9860560
-3.26,-0.55,8.16,359.43,356.06,359.66,00:00:41.0329390
-3.26,-0.55,8.16,359.7,355.97,359.3,00:00:41.0558300
-3.26,-0.55,8.16,359.87,355.97,359.41,00:00:41.0913860
-3.26,-0.54,8.16,359.76,356.01,359.61,00:00:41.1242490
-3.26,-0.54,8.16,359.74,356.13,0.01,00:00:41.1547340
-3.26,-0.54,8.16,358.95,356.16,359.99,00:00:41.1884830
-3.26,-0.54,8.16,358.33,356.09,358.54,00:00:41.2196280
-3.26,-0.54,8.16,358.47,356.06,358.31,00:00:41.2528640
-3.26,-0.54,8.16,357.46,356.13,359.47,00:00:41.2863350
-3.26,-0.54,8.16,358.05,356.06,359.39,00:00:41.3204320
-3.26,-0.54,8.16,358.28,356,359.47,00:00:41.3522800
-3.26,-0.54,8.16,358.32,355.98,359.51,00:00:41.3854110
-3.26,-0.54,8.16,358.79,356,359.52,00:00:41.4293550
-3.26,-0.54,8.16,358.55,356.05,359.72,00:00:41.4528260
-3.26,-0.54,8.16,357.52,356.04,359.41,00:00:41.4869080
-3.26,-0.54,8.16,356.84,356.09,359.16,00:00:41.5224540
-3.26,-0.54,8.16,357.04,356.11,359.29,00:00:41.5642830
-3.26,-0.54,8.16,358.19,356.07,0.26,00:00:41.6002010
-3.26,-0.54,8.16,358.38,355.96,359.95,00:00:41.6303970
-3.26,-0.53,8.16,358.75,355.94,0.06,00:00:41.6597920
-3.26,-0.53,8.16,359.31,355.89,359.68,00:00:41.6879990
-3.26,-0.53,8.16,0.88,355.76,358.52,00:00:41.7365770
-3.26,-0.53,8.16,0.26,355.76,358.33,00:00:41.7582770
-3.26,-0.53,8.16,359.83,355.74,358.1,00:00:41.7940880
-3.26,-0.53,8.16,358.35,356.04,356.82,00:00:41.8323190
-3.26,-0.53,8.16,358.19,356.06,357.06,00:00:41.8515720
-3.26,-0.53,8.16,358.51,356.04,356.88,00:00:41.8858630
-3.26,-0.53,8.16,358.74,355.95,356.52,00:00:41.9322510
-3.26,-0.53,8.16,359.52,355.91,356.98,00:00:41.9516940
-3.26,-0.53,8.16,358.43,356.03,357.28,00:00:41.9868840
-3.26,-0.53,8.16,357.4,356.13,357.02,00:00:42.0196060
-3.26,-0.53,8.16,356.52,356.24,356.47,00:00:42.0617940
-3.26,-0.53,8.16,356.5,356.22,356.94,00:00:42.0876120
-3.26,-0.53,8.16,356.97,356.14,356.84,00:00:42.1273610
-3.26,-0.53,8.16,357.59,356.09,357.28,00:00:42.1534590
-3.26,-0.53,8.16,356.37,356.24,357.17,00:00:42.1868350
-3.26,-0.53,8.16,356.15,356.2,356.97,00:00:42.2239050
-3.26,-0.53,8.16,356.37,356.16,356.93,00:00:42.2639950
-3.26,-0.52,8.16,346.04,356.84,352.57,00:00:42.2948400
-3.26,-0.52,8.16,346.3,356.8,352.6,00:00:42.3221290
-3.26,-0.52,8.16,346.75,356.72,352.6,00:00:42.3557670
-3.26,-0.52,8.16,358.5,356.11,359.8,00:00:42.3894700
-3.26,-0.52,8.16,359.02,356.12,0.34,00:00:42.4301950
-3.26,-0.52,8.16,358.5,356.29,0.73,00:00:42.4703460
-3.26,-0.52,8.16,358.61,356.31,1.31,00:00:42.5104630
-3.26,-0.52,8.16,357.92,356.4,1.3,00:00:42.5841050
-3.26,-0.52,8.16,357.31,356.41,0.95,00:00:42.6050450
-3.26,-0.52,8.16,358.13,356.33,0.78,00:00:42.6187180
-3.26,-0.52,8.16,358.4,356.37,0.78,00:00:42.6523660
-3.26,-0.51,8.16,349.3,356.88,348.03,00:00:42.6847980
-3.26,-0.51,8.16,349.28,356.88,347.75,00:00:42.7195270
-3.26,-0.51,8.16,349.53,356.83,347.92,00:00:42.7580320
-3.26,-0.51,8.16,349.91,356.7,347.73,00:00:42.7878720
-3.26,-0.51,8.16,349.41,356.74,348.13,00:00:42.8186640
-3.26,-0.51,8.16,349.65,356.67,347.89,00:00:42.8525320
-3.26,-0.51,8.16,350.12,356.62,347.59,00:00:42.8840060
-3.26,-0.51,8.16,350.13,356.69,347.24,00:00:42.9197760
-3.26,-0.51,8.16,350.16,356.78,347.02,00:00:42.9579600
-3.26,-0.52,8.16,350.55,356.51,349.25,00:00:42.9902630
-3.26,-0.51,8.15,352.04,356.35,348.84,00:00:43.0276940
-3.26,-0.51,8.15,352.09,356.45,348.13,00:00:43.0536870
-3.26,-0.5,8.15,347.23,357.64,345.57,00:00:43.0852840
-3.26,-0.5,8.15,347.64,357.59,345.7,00:00:43.1204080
-3.26,-0.5,8.15,348.46,357.8,344.4,00:00:43.1555790
-3.26,-0.5,8.15,348.8,358.16,343.07,00:00:43.1855210
-3.26,-0.5,8.15,348.54,358.46,342.55,00:00:43.2293750
-3.26,-0.49,8.15,349.68,358.42,341.11,00:00:43.2534990
-3.26,-0.49,8.14,350.55,357.9,342.48,00:00:43.3022080
-0.04,-1.03,-0.78,357.77,359.06,0.5,00:01:26.6128690
-0.04,-1.03,-0.77,357.16,359.06,0.11,00:01:26.6488000
-0.04,-1.04,-0.76,356.21,359.13,359.64,00:01:26.6763310
-0.04,-1.05,-0.76,358.26,359.31,0.96,00:01:26.7088400
-0.04,-1.05,-0.76,0.22,359.46,2.91,00:01:26.7444520
-0.04,-1.05,-0.76,359.82,359.37,2.89,00:01:26.7818150
-0.05,-1.05,-0.76,358.36,359.25,2.29,00:01:26.8317350
-0.05,-1.05,-0.76,359.12,359.39,1.98,00:01:26.8519830
-0.05,-1.05,-0.76,359.71,359.54,3.22,00:01:26.8783500
-0.05,-1.05,-0.76,359.8,359.45,2.12,00:01:26.9088680
-0.05,-1.05,-0.76,0.06,359.44,2.34,00:01:26.9531360
-0.05,-1.05,-0.76,358.81,359.25,3.07,00:01:26.9831020
-0.05,-1.05,-0.76,358.9,359.48,3.62,00:01:27.0193710
-0.05,-1.05,-0.76,0.57,359.69,4.05,00:01:27.0418730
-0.05,-1.05,-0.76,0.33,359.62,3.44,00:01:27.0778050
-0.05,-1.05,-0.75,0.42,359.57,3.49,00:01:27.1082150
-0.05,-1.05,-0.75,359.26,359.46,3.63,00:01:27.1441120
-0.05,-1.05,-0.75,359.21,359.4,2.95,00:01:27.1835970
