0,0,0,0,0,0,0,00:00:00.8928590
0,0,0,0,0,0,0,00:00:00.9655920
0,0,0,0,0,0,0,00:00:00.9756790
0,0,0,0,0,0,0,00:00:01.0051380
0,0,0,0,0,0,0,00:00:01.0420980
0,0,0,0,0,0,0,00:00:01.0932660
0,0,0,0,0,0,0,00:00:01.1137590
0,0,0,0,0,0,0,00:00:01.1438760
0.01,-0.01,0.01,1.61,359.47,359.36,0,00:00:01.1738040
0.01,-0.01,0.02,1.48,359.47,359.4,0,00:00:01.2323400
0.01,-0.01,0.02,1.48,359.45,359.46,0,00:00:01.2491660
0.01,-0.01,0.02,1.47,359.45,359.46,0,00:00:01.2721140
0.01,-0.01,0.02,1.46,359.44,359.48,0,00:00:01.3052830
0.01,-0.01,0.02,1.45,359.42,359.49,0,00:00:01.3390720
0.01,-0.01,0.01,1.48,359.4,359.49,0,00:00:01.3849990
0.01,-0.01,0.01,1.5,359.38,359.48,0,00:00:01.4074750
0.01,-0.01,0.01,1.55,359.35,359.43,0,00:00:01.4394510
0.01,-0.01,0.01,1.58,359.33,359.38,0,00:00:01.4725470
0.01,-0.01,0.01,1.53,359.33,359.37,0,00:00:01.5056780
0.01,-0.01,0.01,1.47,359.36,359.39,0,00:00:01.5398630
0.01,-0.01,0.01,1.44,359.38,359.4,0,00:00:01.5729550
0.01,-0.01,0.01,1.4,359.41,359.44,0,00:00:01.6065190
0.01,-0.01,0.01,1.38,359.43,359.49,0,00:00:01.6402300
0.01,-0.01,0.01,1.36,359.44,359.51,0,00:00:01.6726750
0.01,-0.01,0.01,1.34,359.44,359.53,0,00:00:01.7046740
0.01,-0.01,0.01,1.36,359.43,359.53,0,00:00:01.7426820
0.01,-0.01,0.01,1.38,359.43,359.53,0,00:00:01.7820090
0.01,-0.01,0.01,1.38,359.43,359.52,0,00:00:01.8089430
0.01,-0.01,0.01,1.42,359.42,359.49,0,00:00:01.8419670
0.01,-0.01,0.01,1.42,359.41,359.46,0,00:00:01.8818660
0.01,-0.01,0.01,1.39,359.43,359.44,0,00:00:01.9072450
0.01,-0.01,0.01,1.41,359.42,359.43,0,00:00:01.9458640
0.01,-0.01,0.01,1.43,359.4,359.42,0,00:00:01.9745120
0.01,-0.01,0.01,1.42,359.39,359.43,0,00:00:02.0062390
0.01,-0.01,0.01,1.35,359.35,359.44,0,00:00:02.0478970
0.01,-0.01,0.01,1.21,359.26,359.42,0,00:00:02.0747630
0.01,-0.01,0.01,1.15,359.34,359.43,0,00:00:02.1232360
0.01,-0.01,0.02,1.22,359.56,359.46,0,00:00:02.1412450
0.01,-0.01,0.02,1.64,359.92,359.43,0,00:00:02.1719420
0.01,-0.01,0.02,2.32,0.34,359.35,0,00:00:02.2272690
0.01,-0.01,0.02,2.72,0.62,359.39,0,00:00:02.2444410
0.01,-0.01,0.02,2.66,0.54,359.45,0,00:00:02.2742110
0.01,-0.01,0.02,2.52,0.45,359.57,0,00:00:02.3049030
0.01,-0.01,0.01,2.35,0.28,359.72,0,00:00:02.3405150
0.01,-0.01,0.01,2.3,0.11,359.85,0,00:00:02.3790600
0.01,-0.01,0.01,2.49,0.24,359.92,0,00:00:02.4083820
0.02,-0.01,0.01,2.61,0.48,0,0,00:00:02.4391410
0.02,0,0.01,2.38,0.44,0.05,0,00:00:02.4800340
0.02,0,0.01,2.37,0.14,359.9,0,00:00:02.5065350
0.02,0,0.01,2.4,359.7,359.76,0,00:00:02.5398990
0.02,0,0.01,2.25,359.33,359.79,0,00:00:02.5808680
0.03,0,0.01,2.26,359.38,359.82,0,00:00:02.6057850
0.03,0.01,0.01,2.56,359.58,359.74,0,00:00:02.6387350
0.04,0.01,0.02,2.65,359.5,359.68,0,00:00:02.6800610
0.04,0.01,0.02,2.91,359.67,359.65,0,00:00:02.7064410
0.05,0.02,0.02,3.41,0.08,359.48,0,00:00:02.7420740
0.06,0.02,0.02,3.37,0.13,359.18,0,00:00:02.7744190
0.07,0.03,0.02,3.64,0.09,358.89,0,00:00:02.8232230
0.08,0.03,0.02,4.23,0.05,358.8,0,00:00:02.8539850
0.09,0.04,0.02,4.38,359.81,358.89,0,00:00:02.8754390
0.1,0.04,0.02,4.68,359.78,359.03,0,00:00:02.9044140
0.11,0.04,0.01,5.78,0.14,359.31,0,00:00:02.9390500
0.12,0.05,0.01,7.2,0.64,359.74,0,00:00:02.9753360
0.14,0.05,0.01,8.66,1.37,0.27,0,00:00:03.0175290
0.15,0.06,0.01,10.41,2.06,0.67,0,00:00:03.0597650
0.16,0.06,0.01,11.06,2.03,0.67,0,00:00:03.1120210
0.17,0.07,0.01,11.61,1.98,0.64,0,00:00:03.1558410
0.19,0.07,0.01,12.9,1.92,0.72,0,00:00:03.1776280
0.2,0.08,0.01,13.83,1.85,0.48,0,00:00:03.2151340
0.22,0.08,0,17.58,3.02,0.85,0,00:00:03.2576560
0.23,0.09,0,19.41,3.03,1.31,0,00:00:03.3144530
0.24,0.09,-0.01,21.63,3.21,1.68,0,00:00:03.3264010
0.25,0.1,-0.01,24.12,3.22,1.94,0,00:00:03.3638740
0.27,0.1,-0.01,26.14,2.79,1.67,0,00:00:03.3797160
0.28,0.1,-0.02,28.84,2.51,1.13,0,00:00:03.4059870
0.28,0.11,-0.02,31.05,1.79,0.6,0,00:00:03.4393960
0.29,0.12,-0.02,32.84,0.94,0.01,0,00:00:03.4851980
0.3,0.12,-0.02,35.2,0.69,359.47,0,00:00:03.5051010
0.31,0.13,-0.03,37.91,0.86,359.42,0,00:00:03.5384090
0.32,0.14,-0.03,39.41,0.7,359.76,0,00:00:03.5854570
0.33,0.14,-0.03,40.9,1.01,0.23,0,00:00:03.6066910
0.34,0.14,-0.03,42.16,1.68,0.68,0,00:00:03.6388110
0.35,0.14,-0.03,43.67,2.84,1.24,0,00:00:03.6740750
0.36,0.14,-0.03,45.52,3.55,0.93,0,00:00:03.7156740
0.37,0.14,-0.03,46.82,3.6,0.45,0,00:00:03.7444830
0.38,0.14,-0.03,47.99,3.19,359.89,0,00:00:03.7737760
0.39,0.14,-0.03,49.39,3.15,359.66,0,00:00:03.8061170
0.4,0.14,-0.03,51.28,3.73,0.04,0,00:00:03.8487880
0.41,0.14,-0.03,52.66,4.41,0.61,0,00:00:03.8768230
0.41,0.14,-0.03,53.93,5.08,1.23,0,00:00:03.9087270
0.42,0.15,-0.03,55.53,5.55,1.79,0,00:00:03.9451310
0.43,0.15,-0.03,57.03,5.67,2.05,0,00:00:03.9714380
0.43,0.15,-0.04,58.31,5.87,2.25,0,00:00:04.0054310
0.44,0.15,-0.04,59.81,6.43,2.99,0,00:00:04.0399000
0.44,0.15,-0.04,61.48,7.21,4.1,0,00:00:04.0728800
0.45,0.15,-0.04,63.45,7.61,4.98,0,00:00:04.1052000
0.45,0.14,-0.04,65.44,8.31,6.36,0,00:00:04.1392940
0.45,0.14,-0.04,67.17,10.58,9.29,0,00:00:04.1725510
0.46,0.14,-0.04,68.49,12.54,11.7,0,00:00:04.2047530
0.47,0.14,-0.04,69.72,13.29,12.75,0,00:00:04.2450850
0.47,0.14,-0.04,70.84,13.55,13.33,0,00:00:04.2725060
0.47,0.14,-0.03,72.32,13.55,13.89,0,00:00:04.3057850
0.47,0.14,-0.03,73.88,13.9,14.91,0,00:00:04.3379510
0.47,0.14,-0.03,74.79,14.46,15.6,0,00:00:04.3715300
0.48,0.14,-0.03,75.66,14.66,15.49,0,00:00:04.4075120
0.48,0.14,-0.03,76.42,14.95,15.45,0,00:00:04.4380650
0.48,0.14,-0.03,77.22,15.42,15.74,0,00:00:04.4802780
0.48,0.14,-0.03,78.4,16.48,16.98,0,00:00:04.5073290
0.5,0.13,-0.03,79.48,17.9,18.86,0,00:00:04.5424380
0.5,0.12,-0.03,80.6,20.07,21.43,0,00:00:04.5719470
